label,id,value
non-polar organic additives with molecular mass range from 100 g/mol to 800 g/mol,2363,non-polar organic additives with molecular mass range from 100 g/mol to 800 g/mol
"non-polar organic analytes (monomers, polymer additives and processing agents) with molecular mass range from 100 g/mol to 800 g/mol",2364,"non-polar organic analytes (monomers, polymer additives and processing agents) with molecular mass range from 100 g/mol to 800 g/mol"
"polar (pKow>-2), organic compounds with mol mass < 500 g/mol",2365,"polar (pKow>-2), organic compounds with mol mass < 500 g/mol"
"non-polar, (pKow<-2) organic compounds with mol mass < 500 g/mol",2366,"non-polar, (pKow<-2) organic compounds with mol mass < 500 g/mol"
"high (pKow > -2) polarity residues of antibiotics, β-agonists and NSAIDs with molar mass 100-500 g/mol",2367,"high (pKow > -2) polarity residues of antibiotics, β-agonists and NSAIDs with molar mass 100-500 g/mol"
"low (pKow < -2) polarity residues of antibiotics, β-agonists and NSAIDs with molar mass 100-500 g/mol",2368,"low (pKow < -2) polarity residues of antibiotics, β-agonists and NSAIDs with molar mass 100-500 g/mol"
benzyl alcohol,2369,benzyl alcohol
"3,5-di-tert-butyl-4-hydroxytoluene",2370,"3,5-di-tert-butyl-4-hydroxytoluene"
dodecamethylcyclohexasiloxane,2371,dodecamethylcyclohexasiloxane
n-octadecane,2372,n-octadecane
n-eicosane,2373,n-eicosane
1-aminohydantoin (AHD),2374,1-aminohydantoin (AHD)
18 priority PAHs (100-500 g/mol),2375,18 priority PAHs (100-500 g/mol)
"Sulfonamides (200-500 g/mol, pK>-2)",2376,"Sulfonamides (200-500 g/mol, pK>-2)"
"Fluoroquinolones (200-500 g/mol, pK>-2)",2377,"Fluoroquinolones (200-500 g/mol, pK>-2)"
"18 priority PAHs (100-500 g/mol, pK<-2)",2378,"18 priority PAHs (100-500 g/mol, pK<-2)"
"Non-polar pesticides in molecular mass range 100-500, and polarity <-2 (NON-POLAR)",2379,"Non-polar pesticides in molecular mass range 100-500, and polarity <-2 (NON-POLAR)"
"Non-polar PAHs in molecular mass range 100-500, and polarity <-2 (NON-POLAR)",2380,"Non-polar PAHs in molecular mass range 100-500, and polarity <-2 (NON-POLAR)"
Di-n-octyl phthalate (DOP),2381,Di-n-octyl phthalate (DOP)
non-polar (pKow<-2) low molar mass (194 g/mol to 450 g/mol) phthalic acid esters with C1-C8 alcohols,2382,non-polar (pKow<-2) low molar mass (194 g/mol to 450 g/mol) phthalic acid esters with C1-C8 alcohols
in vitro transcribed RNA,2383,in vitro transcribed RNA
oxidants expressed as KIO3,2384,oxidants expressed as KIO3
aflatoxins,2385,aflatoxins
Ketamine,2386,Ketamine
"3,4-methylenedioxymethamphetamine (MDMA)",2387,"3,4-methylenedioxymethamphetamine (MDMA)"
Ammonium ion,2388,Ammonium ion
Dissolved silica,2389,Dissolved silica
Nitrate ion,2390,Nitrate ion
albumin,2391,albumin
Nitrite ion,2392,Nitrite ion
Phosphate ion,2393,Phosphate ion
silicon isotopes,2394,silicon isotopes
Molar mass of Sillicon,2395,Molar mass of Sillicon
Trichloroacetic Acid,2396,Trichloroacetic Acid
"3,5-bis(trifluoromethyl)benzoic acid",2397,"3,5-bis(trifluoromethyl)benzoic acid"
"1,4-bis(trimethylsilyl)-2, 3, 5, 6-tetrafluorobenzene",2398,"1,4-bis(trimethylsilyl)-2, 3, 5, 6-tetrafluorobenzene"
4-Hydroxy-clomifene,2399,4-Hydroxy-clomifene
(E)-4-Hydroxy-clomifene,2400,(E)-4-Hydroxy-clomifene
(Z)-4-Hydroxy-clomifene,2401,(Z)-4-Hydroxy-clomifene
"3β, 4α-Dihydroxy-5α-androstan-17-one",2402,"3β, 4α-Dihydroxy-5α-androstan-17-one"
"quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from an unprocessed, high starch ground seed matrix, with a copy number ratio from 0.005 to 1",2403,"quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from an unprocessed, high starch ground seed matrix, with a copy number ratio from 0.005 to 1"
"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from an unprocessed, high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1",2404,"Quantification of the ratio of the number of copies of specified intact sequence fragments of a length up to 150 nucleotides following extraction from an unprocessed, high fat/oil ground seed matrix, with a copy number ratio from 0.001 to 1"
di-n-butyl phthalate(DBP),2405,di-n-butyl phthalate(DBP)
SNV variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.,2406,SNV variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.
Copper mass fraction in aqueous solution,2407,Copper mass fraction in aqueous solution
Deletion variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.,2408,Deletion variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.
Single Nucleotide Variant (SNV)-containing DNA copies in template DNA of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure,2409,Single Nucleotide Variant (SNV)-containing DNA copies in template DNA of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure
Deletion variant-containing DNA copies in template of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure,2410,Deletion variant-containing DNA copies in template of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure
methyl 4-hydroxybenzoate,2411,methyl 4-hydroxybenzoate
butyl 4-hydroxybenzoate,2412,butyl 4-hydroxybenzoate
Wild-type DNA copies of defined gene region (<200 bases) where template is of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure,2413,Wild-type DNA copies of defined gene region (<200 bases) where template is of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure
Envelop protein gene (E) of SARS-CoV-2 in transcribed RNA,2414,Envelop protein gene (E) of SARS-CoV-2 in transcribed RNA
Nucleocapsid protein gene (N) of SARS-CoV-2 in transcribed RNA,2415,Nucleocapsid protein gene (N) of SARS-CoV-2 in transcribed RNA
amount-of-substance fraction of Si28,2416,amount-of-substance fraction of Si28
amount-of-substance fraction of Si29,2417,amount-of-substance fraction of Si29
amount-of-substance fraction of Si30,2418,amount-of-substance fraction of Si30
Lead mass fraction in aqueous solution,2419,Lead mass fraction in aqueous solution
Zinc mass fraction in aqueous solution,2420,Zinc mass fraction in aqueous solution
Iron mass fraction in aqueous solution,2421,Iron mass fraction in aqueous solution
Cadmium mass fraction in aqueous solution,2422,Cadmium mass fraction in aqueous solution
Arsenic mass fraction in aqueous solution,2423,Arsenic mass fraction in aqueous solution
Mercury mass fraction in aqueous solution,2424,Mercury mass fraction in aqueous solution
Silver mass fraction in aqueous solution,2425,Silver mass fraction in aqueous solution
Chromium mass fraction in aqueous solution,2426,Chromium mass fraction in aqueous solution
Nickel mass fraction in aqueous solution,2427,Nickel mass fraction in aqueous solution
Fluoride mass fraction in aqueous solution,2428,Fluoride mass fraction in aqueous solution
Chloride mass fraction in aqueous solution,2429,Chloride mass fraction in aqueous solution
Nitrate mass fraction in aqueous solution,2430,Nitrate mass fraction in aqueous solution
Sulphate mass fraction in aqueous solution,2431,Sulphate mass fraction in aqueous solution
Manganese mass fraction in aqueous solution,2432,Manganese mass fraction in aqueous solution
Aluminium mass fraction in aqueous solution,2433,Aluminium mass fraction in aqueous solution
Calcium mass fraction in aqueous solution,2434,Calcium mass fraction in aqueous solution
Imidacloprid,2435,Imidacloprid
Clothianidin,2436,Clothianidin
Thiamethoxam,2437,Thiamethoxam
monodisperse polystyrene latex spheres with nominal diameter ranging from >1.5 μm to 10.0 μm,2438,monodisperse polystyrene latex spheres with nominal diameter ranging from >1.5 μm to 10.0 μm
"Structure analogues of aflatoxin B, G, M groups, with molecular mass of 100 g/mol to 500 g/mol, having low polarity pKow < -2, in mass fraction range from 2 to 50 mg/kg in organic solvents",2439,"Structure analogues of aflatoxin B, G, M groups, with molecular mass of 100 g/mol to 500 g/mol, having low polarity pKow < -2, in mass fraction range from 2 to 50 mg/kg in organic solvents"
≤15bp Deletion variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.,2440,≤15bp Deletion variant-containing and wild-type (reference sequece) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.
≤15bp Deletion variant-containing DNA copies in template of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure,2441,≤15bp Deletion variant-containing DNA copies in template of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure
fipronil sulfone,2442,fipronil sulfone
Vanillin,2443,Vanillin
aflatoxin AFB1,2444,aflatoxin AFB1
Wild-type (reference sequence) DNA copies of defined gene region (<200 bases) where template is of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure,2445,Wild-type (reference sequence) DNA copies of defined gene region (<200 bases) where template is of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure
Single Nucleotide Variant (SNV)-containing and wild-type (reference sequence) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.,2446,Single Nucleotide Variant (SNV)-containing and wild-type (reference sequence) DNA of defined gene region (<200 bases) where the templates are of minimum size corresponding to the coordinates of the PCR amplicon and free of secondary structure.
2-methylpropane,2447,2-methylpropane
carbon,2448,carbon
Bis (2-ethylhexyl) Phthalate (DEHP),2449,Bis (2-ethylhexyl) Phthalate (DEHP)
"Structure analogues of aflatoxin B, G, M groups, with molecular mass of 100 g/mol to 500 g/mol, having high polarity pKow > -2, in mass fraction range from 2 to 50 mg/kg in organic solvents",2450,"Structure analogues of aflatoxin B, G, M groups, with molecular mass of 100 g/mol to 500 g/mol, having high polarity pKow > -2, in mass fraction range from 2 to 50 mg/kg in organic solvents"
m-/p-xylene,2451,m-/p-xylene
aflatoxina B1,2452,aflatoxina B1
hafnium dioxide,2453,hafnium dioxide
N-Nitrosodimethylamine,2454,N-Nitrosodimethylamine
11-oxoetiocholanolone,2455,11-oxoetiocholanolone
11β-hydroxyandrosterone,2456,11β-hydroxyandrosterone
Pregnanediol,2457,Pregnanediol
16-androstenol,2458,16-androstenol
Chemically synthesized glycosylated hexapeptide [N-(1-Deoxy-D-fructos-1-yl)-L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid],2459,Chemically synthesized glycosylated hexapeptide [N-(1-Deoxy-D-fructos-1-yl)-L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid]
Chemically systhesized glycosylated hexapeptide [N-(1-Deoxy-D-fructos-1-yl)-L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid],2460,Chemically systhesized glycosylated hexapeptide [N-(1-Deoxy-D-fructos-1-yl)-L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid]
hexamethyldisiloxane,2461,hexamethyldisiloxane
octamethyltrisiloxane,2462,octamethyltrisiloxane
hexamethylcyclotrisiloxane,2463,hexamethylcyclotrisiloxane
octamethylcyclotetrasiloxane,2464,octamethylcyclotetrasiloxane
decamethylcyclopentasiloxane,2465,decamethylcyclopentasiloxane
iridium,2466,iridium
ruthenium,2467,ruthenium
Linear - Perfluorooctanoic acid (L-PFOA),2468,Linear - Perfluorooctanoic acid (L-PFOA)
Linear - Perfluorooctane sulfonate (L-PFOS),2469,Linear - Perfluorooctane sulfonate (L-PFOS)
Perfluorooctane sulfonate,2470,Perfluorooctane sulfonate
linear perflurooctane sulfonate,2471,linear perflurooctane sulfonate
carbon isotope delta,2472,carbon isotope delta
total sulphur,2473,total sulphur
DNA,2474,DNA
Plasmid DNA,2475,Plasmid DNA
nivalenol,2476,nivalenol
3-acetyldeoxynivalenol,2477,3-acetyldeoxynivalenol
15-acetyldeoxynivalenol,2478,15-acetyldeoxynivalenol
"benzo(g,h,i)perylene",2479,"benzo(g,h,i)perylene"
"Indeno(1,2,3-cd)pyrene",2480,"Indeno(1,2,3-cd)pyrene"
diisobutyl phthalate,2481,diisobutyl phthalate
dicyclohexyl phthalate,2482,dicyclohexyl phthalate
total base expressed as sodium hydroxide,2483,total base expressed as sodium hydroxide
arsenous acid,2484,arsenous acid
"chemically synthesized peptides of known sequence, without cross-links, up to 5 kDa and modification (mono-glycation)",2485,"chemically synthesized peptides of known sequence, without cross-links, up to 5 kDa and modification (mono-glycation)"
"chemically synthesized peptides of known sequence, without cross-links, up to 5 kDa and without modifications",2486,"chemically synthesized peptides of known sequence, without cross-links, up to 5 kDa and without modifications"
zeolite,2487,zeolite
Activated nanoporous carbon,2488,Activated nanoporous carbon
monodisperse polystyrene latex spheres with nominal diameter ranging from 0.1 μm to 1.5 μm,2489,monodisperse polystyrene latex spheres with nominal diameter ranging from 0.1 μm to 1.5 μm
Monodisperse polystyrene latex spheres with nominal diameter ranging from > 10.0 μm to 15.0 μm,2490,Monodisperse polystyrene latex spheres with nominal diameter ranging from > 10.0 μm to 15.0 μm
dimethylsulfide,2491,dimethylsulfide
Total alkalinity,2492,Total alkalinity
Total acidity,2493,Total acidity
HCB,2494,HCB
Total strong acid,2495,Total strong acid
Total strong base content,2496,Total strong base content
Monodisperse polystyrene latex spheres with nominal diameter ranging from > 10.1 μm to 15.0 μm,2497,Monodisperse polystyrene latex spheres with nominal diameter ranging from > 10.1 μm to 15.0 μm
Hafnium oxide,2498,Hafnium oxide
Cd,2499,Cd
Hexapeptide (L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid),2500,Hexapeptide (L-valyl-L-histidyl-L-leucyl-L-threonyl-L-prolyl-L-glutamic acid)
histamine,2501,histamine
"Silica, alumina and other nonporous materials",2502,"Silica, alumina and other nonporous materials"
Zeolites and other microporous materials,2503,Zeolites and other microporous materials
chemically synthesized sulfur containing peptides of known sequence up to 5kDa with a content of peptidic purity more than 75%,2504,chemically synthesized sulfur containing peptides of known sequence up to 5kDa with a content of peptidic purity more than 75%
193Ir,2505,193Ir
191Ir,2506,191Ir
184Os,2507,184Os
186Os,2508,186Os
187Os,2509,187Os
188Os,2510,188Os
189Os,2511,189Os
190Os,2512,190Os
192Os,2513,192Os
174Hf,2514,174Hf
176Hf,2515,176Hf
177Hf,2516,177Hf
178Hf,2517,178Hf
179Hf,2518,179Hf
180Hf,2519,180Hf
175Lu,2520,175Lu
176Lu,2521,176Lu
180W,2522,180W
182W,2523,182W
183W,2524,183W
184W,2525,184W
186W,2526,186W
204Pb,2527,204Pb
206Pb,2528,206Pb
207Pb,2529,207Pb
208Pb,2530,208Pb
234U/238U,2531,234U/238U
90Zr,2532,90Zr
91Zr,2533,91Zr
92Zr,2534,92Zr
94Zr,2535,94Zr
96Zr,2536,96Zr
152Gd,2537,152Gd
154Gd,2538,154Gd
155Gd,2539,155Gd
156Gd,2540,156Gd
157Gd,2541,157Gd
158Gd,2542,158Gd
160Gd,2543,160Gd
63Cu,2544,63Cu
65Cu,2545,65Cu
PFBS-K,2546,PFBS-K
isotope ratio of 65Cu/63Cu,2547,isotope ratio of 65Cu/63Cu
alpha--chlordane,2548,alpha--chlordane
maleic acid,2549,maleic acid
dimethyl sulfone,2550,dimethyl sulfone
ethylparaben,2551,ethylparaben
Zeolites,2552,Zeolites
silicon oxide,2553,silicon oxide
total hydrocarbons except methane,2554,total hydrocarbons except methane
other hydrocarbons except methane,2555,other hydrocarbons except methane
Zearalenone (E),2556,Zearalenone (E)
total content of base expressed as sodium carbonate,2557,total content of base expressed as sodium carbonate
cybutryne,2558,cybutryne
"Phthalates (molar mass < 500 g/mol, polarity pKow < -2)",2559,"Phthalates (molar mass < 500 g/mol, polarity pKow < -2)"
6 priority phthalates,2560,6 priority phthalates
"DMP, DEP, DBP, BBP, DEHP, DOP",2562,"DMP, DEP, DBP, BBP, DEHP, DOP"
non-porous silicon dioxide,2563,non-porous silicon dioxide
Sulfur-containing amyloid-beta (Aβ),2564,Sulfur-containing amyloid-beta (Aβ)
C2-C8,2565,C2-C8
soot particles,2566,soot particles
airborne nanoparticles,2567,airborne nanoparticles
Organic compounds with molecular molar mass of 100 g/mol to 500 g/mol and polarity pKow < -2,2568,Organic compounds with molecular molar mass of 100 g/mol to 500 g/mol and polarity pKow < -2
"Ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene DNA copy number (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene DNA copy number (Gene symbol RPPH1, Gene ID: 85495)",2569,"Ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene DNA copy number (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene DNA copy number (Gene symbol RPPH1, Gene ID: 85495)"
DL-phenylalanine,2570,DL-phenylalanine
"Structure analogues of non-steroidal estrogens with molecular mass of 200-500 g/mol, having low polarity pKow< -2, including dienestrol, hexestrol and related non-steroidal estrogens substances.",2571,"Structure analogues of non-steroidal estrogens with molecular mass of 200-500 g/mol, having low polarity pKow< -2, including dienestrol, hexestrol and related non-steroidal estrogens substances."
high polarity organic compounds (pKow > and = -2) with Mwt between 75-500 g/mol in the form of salt materials,2572,high polarity organic compounds (pKow > and = -2) with Mwt between 75-500 g/mol in the form of salt materials
chloride ion,2573,chloride ion
SARS-Co-V2 (NC_045512.2) specified RNA sequence,2574,SARS-Co-V2 (NC_045512.2) specified RNA sequence
"Human erb-b2 receptor tyrosine kinase 2 (HER2) gene DNA (Gene symbol ERBB2, Gene ID: 2064)",2575,"Human erb-b2 receptor tyrosine kinase 2 (HER2) gene DNA (Gene symbol ERBB2, Gene ID: 2064)"
"Human ribonuclease P RNA component H1 gene DNA (Gene symbol RPPH1, Gene ID: 85495)",2576,"Human ribonuclease P RNA component H1 gene DNA (Gene symbol RPPH1, Gene ID: 85495)"
Di-ethyl Phthalate (DMP),2577,Di-ethyl Phthalate (DMP)
Black carbon,2578,Black carbon
28 amino acids,2579,28 amino acids
"Organic components in mass range 50 - 500 g/mol, high to mid-polarity pKow >-4",2580,"Organic components in mass range 50 - 500 g/mol, high to mid-polarity pKow >-4"
"Non-polar pesticides in molecular mass range 100-500, and polarity pKow <-2",2581,"Non-polar pesticides in molecular mass range 100-500, and polarity pKow <-2"
sum of oxygen and argon,2582,sum of oxygen and argon
Nitrate (as NO3−),2583,Nitrate (as NO3−)
oxytetracycline,2584,oxytetracycline
Oxytetracycline hydrochloride,2585,Oxytetracycline hydrochloride
Amino acids,2586,Amino acids
mass fraction of nitrogen,2587,mass fraction of nitrogen
"Pt, Pd, Ru, Ir, Ag",2588,"Pt, Pd, Ru, Ir, Ag"
"Rh, Au",2589,"Rh, Au"
"Water sol. As species including iAs, DMA, mono-, tri-, & tetra-methyl arsenic compounds (MAA, TMAO, TeMA)",2590,"Water sol. As species including iAs, DMA, mono-, tri-, & tetra-methyl arsenic compounds (MAA, TMAO, TeMA)"
"Organic compounds in mass range 100 - 500 g/mol, low polarity pKow <-2",2591,"Organic compounds in mass range 100 - 500 g/mol, low polarity pKow <-2"
"Non-polar organic compounds in molecular mass range 100-500 g/mol, and polarity pKow <-2",2592,"Non-polar organic compounds in molecular mass range 100-500 g/mol, and polarity pKow <-2"
high purity organic compounds excluding salts,2593,high purity organic compounds excluding salts
"""organic compounds in the range of 100-1000 g/mol excluding salts""",2594,"""organic compounds in the range of 100-1000 g/mol excluding salts"""
(DL)-Phenylalanine,2595,(DL)-Phenylalanine
"""polar (pKow > -2) organic compounds with molar mass of 75-500 g/mol in the form of salt material """,2596,"""polar (pKow > -2) organic compounds with molar mass of 75-500 g/mol in the form of salt material """
Platinum Group elements,2597,Platinum Group elements
As,2598,As
"halides (Br-, Cl-, I-) expressed as potassium bromide",2599,"halides (Br-, Cl-, I-) expressed as potassium bromide"
Cu,2600,Cu
Zn,2601,Zn
Pt,2602,Pt
Mass fraction purity of organic compounds in the form of salts with molar mass below 500 g/mol,2603,Mass fraction purity of organic compounds in the form of salts with molar mass below 500 g/mol
Oxytetracycline hydrochloride salt,2604,Oxytetracycline hydrochloride salt
bromide ion,2605,bromide ion
Mass fraction of halogen containing pesticides (pKow <-2) in mass range 100-500 g/mol,2606,Mass fraction of halogen containing pesticides (pKow <-2) in mass range 100-500 g/mol
"DNA copy number ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene (Gene symbol RPPH1, Gene ID: 85495)",2607,"DNA copy number ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene (Gene symbol RPPH1, Gene ID: 85495)"
"Ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene (Gene symbol RPPH1, Gene ID: 85495)",2608,"Ratio of Human erb-b2 receptor tyrosine kinase 2 (HER2) gene (Gene symbol ERBB2, Gene ID: 2064) to Human ribonuclease P RNA component H1 gene (Gene symbol RPPH1, Gene ID: 85495)"
Mass fraction purity of organic compounds of high polarity (pKOW > -2) in the form of salts with molar mass below 500 g/mol,2609,Mass fraction purity of organic compounds of high polarity (pKOW > -2) in the form of salts with molar mass below 500 g/mol
